0.291510,0.259336,0.197950,0.215010,0.258392,0.352431,0.284717,0.272374,0.284896,0.169587,0.210389
0.270817,0.243733,0.201863,0.197897,0.275524,0.188171,0.288775,0.158551,0.216701,0.252178,0.174871
0.300502,0.221579,0.155407,0.252546,0.196286,0.210735,0.313361,0.277142,0.222324,0.247657,0.178277
0.218255,0.212634,0.204745,0.328114,0.266293,0.378800,0.297502,0.272257,0.325355,0.320287,0.152792
0.191318,0.265303,0.211898,0.266213,0.225742,0.310603,0.207296,0.227942,0.208007,0.202366,0.233815
0.266146,0.202664,0.130865,0.157244,0.244667,0.263546,0.265398,0.234221,0.157407,0.155413,0.258839
0.316970,0.230803,0.245449,0.168950,0.238719,0.278973,0.221523,0.337580,0.289214,0.254747,0.306969
0.195676,0.226040,0.225344,0.208396,0.228977,0.136610,0.239202,0.358523,0.270698,0.208215,0.278610
0.217536,0.111215,0.315026,0.179173,0.284183,0.172107,0.257008,0.178459,0.248807,0.154018,0.214485
0.278009,0.288715,0.282062,0.223680,0.261126,0.148570,0.254865,0.224342,0.324253,0.138522,0.185799
0.304171,0.177097,0.080843,0.258120,0.265718,0.293218,0.216771,0.172490,0.153970,0.283188,0.292617
0.271230,0.279076,0.197513,0.262358,0.227075,0.178433,0.351507,0.191949,0.256152,0.180108,0.224116
0.248699,0.252084,0.205338,0.172806,0.335343,0.277101,0.227526,0.236760,0.218228,0.073837,0.256940
0.182983,0.274256,0.199352,0.349345,0.251240,0.237391,0.252452,0.256167,0.238047,0.253434,0.215511
0.255824,0.304901,0.207015,0.210507,0.242108,0.339977,0.150940,0.214363,0.309479,0.118271,0.363503
0.134803,0.181167,0.141027,0.240827,0.171121,0.196165,0.157892,0.290392,0.285812,0.339181,0.239448
0.259199,0.279267,0.306242,0.263126,0.270388,0.333528,0.269063,0.282701,0.309414,0.347996,0.323622
0.273848,0.145408,0.223692,0.241084,0.164508,0.362940,0.217554,0.333398,0.210139,0.236202,0.321034
0.243659,0.362751,0.149012,0.200746,0.289048,0.319606,0.188256,0.320730,0.221738,0.206424,0.212192
0.273623,0.202488,0.252654,0.341612,0.257643,0.228905,0.170516,0.273429,0.244593,0.299825,0.294357
0.272798,0.234163,0.122155,0.313733,0.301002,0.206673,0.273885,0.305712,0.169965,0.295230,0.263429
0.268230,0.261523,0.265957,0.168031,0.226627,0.192613,0.261845,0.217360,0.247356,0.245362,0.247818
0.328270,0.259077,0.301018,0.213660,0.332604,0.270717,0.278875,0.282924,0.202179,0.138057,0.185512
0.292814,0.291031,0.295691,0.348157,0.289524,0.216307,0.357903,0.183561,0.222237,0.192132,0.243834
0.263973,0.281619,0.284047,0.266899,0.295005,0.306742,0.183587,0.227266,0.302181,0.279317,0.264076
0.146020,0.180750,0.335248,0.239449,0.227677,0.246271,0.214203,0.208584,0.211527,0.292477,0.311227
0.261195,0.268461,0.298096,0.257501,0.269122,0.329691,0.195879,0.254209,0.278699,0.312126,0.246185
0.307701,0.223434,0.167215,0.211197,0.306857,0.287531,0.231979,0.303836,0.187511,0.213242,0.278476
0.219182,0.335405,0.399389,0.244496,0.225146,0.099572,0.352627,0.268491,0.136964,0.302281,0.286833
0.220485,0.169764,0.201678,0.223335,0.199598,0.203953,0.208226,0.333152,0.337299,0.394919,0.204021
0.361508,0.253104,0.239756,0.305586,0.203968,0.278091,0.230352,0.247904,0.273245,0.251269,0.230308
0.268078,0.174342,0.299974,0.322196,0.288224,0.283500,0.023663,0.265638,0.248473,0.241177,0.212165
0.253860,0.236303,0.272389,0.317550,0.191144,0.234985,0.227156,0.197586,0.178419,0.253579,0.265814
0.236346,0.321170,0.321952,0.162519,0.143551,0.350492,0.335501,0.212406,0.245367,0.252999,0.316191
0.243845,0.336956,0.287577,0.272157,0.230132,0.358839,0.298709,0.237795,0.155368,0.272377,0.181376
0.218577,0.192427,0.310018,0.285486,0.236092,0.341902,0.160364,0.238753,0.193813,0.350614,0.239221
0.247012,0.255197,0.160776,0.348840,0.305049,0.314016,0.252860,0.304999,0.272257,0.286791,0.240868
0.159773,0.244371,0.282926,0.251448,0.180203,0.248646,0.298451,0.271435,0.269061,0.268447,0.258112
0.306103,0.252943,0.370144,0.261311,0.212008,0.227346,0.184531,0.173339,0.287825,0.284870,0.327674
0.221645,0.285180,0.210188,0.213195,0.153691,0.293761,0.298368,0.221417,0.259800,0.172441,0.221691
0.182428,0.229312,0.234823,0.223842,0.280510,0.232621,0.126261,0.281648,0.278839,0.163880,0.209426
0.259259,0.194275,0.182561,0.246159,0.269417,0.280190,0.296918,0.308775,0.105815,0.304206,0.187153
0.186008,0.271271,0.233883,0.271161,0.220338,0.206299,0.311039,0.274180,0.235640,0.150225,0.172805
0.245634,0.252057,0.261780,0.210595,0.438702,0.231874,0.263513,0.236712,0.282020,0.281861,0.268585
0.301662,0.278774,0.232983,0.269528,0.355403,0.182240,0.265718,0.257572,0.291881,0.181528,0.346108
0.260792,0.202238,0.210547,0.240478,0.223835,0.288792,0.180147,0.271799,0.341832,0.262082,0.196702
0.267590,0.343968,0.304217,0.243781,0.312624,0.227617,0.192451,0.264526,0.283411,0.312731,0.248255
0.247644,0.322863,0.316894,0.274559,0.234344,0.355461,0.149683,0.308859,0.280491,0.285462,0.265949
0.137746,0.290938,0.222937,0.180662,0.296370,0.183326,0.197963,0.342209,0.187238,0.210640,0.209005
0.147546,0.288545,0.342261,0.296148,0.232801,0.281053,0.265685,0.233480,0.314178,0.330567,0.168359
0.234923,0.203907,0.274965,0.227749,0.282305,0.214505,0.277585,0.255152,0.240411,0.182750,0.328036
0.222829,0.219170,0.242039,0.237266,0.256407,0.335187,0.304706,0.300974,0.281039,0.213773,0.186360
0.255967,0.317660,0.289192,0.219975,0.263875,0.232111,0.220369,0.298855,0.187329,0.313832,0.229425
0.332881,0.172869,0.260792,0.203646,0.209292,0.279019,0.187107,0.272360,0.272842,0.319867,0.229827
0.275930,0.226007,0.210262,0.212202,0.300710,0.148139,0.257067,0.211385,0.219582,0.359402,0.207937
0.324772,0.251258,0.210381,0.186917,0.343542,0.236559,0.270501,0.301648,0.269315,0.282658,0.242944
0.251530,0.313495,0.207284,0.190485,0.207295,0.246579,0.265581,0.313453,0.305343,0.216248,0.267809
0.262311,0.305847,0.180817,0.175207,0.259747,0.253129,0.259820,0.345426,0.215241,0.295079,0.273067
0.263360,0.270127,0.238657,0.243682,0.308443,0.296089,0.272725,0.212982,0.296654,0.260873,0.205130
0.300992,0.310752,0.272571,0.163952,0.196554,0.140212,0.219437,0.196609,0.343812,0.288696,0.235084
0.227248,0.200880,0.191859,0.257403,0.211119,0.204108,0.298675,0.271874,0.226326,0.294055,0.332043
0.213432,0.220987,0.265937,0.210399,0.196604,0.238719,0.278120,0.293023,0.283032,0.222550,0.148295
0.242493,0.223591,0.282419,0.180867,0.156929,0.125545,0.380557,0.290673,0.347094,0.227558,0.317351
0.299111,0.288832,0.281091,0.300421,0.216760,0.283895,0.190667,0.253743,0.305760,0.209388,0.367174
0.318045,0.332326,0.237331,0.166663,0.208085,0.283100,0.233260,0.293282,0.259027,0.214615,0.306053
0.104690,0.178329,0.278539,0.343425,0.358815,0.255805,0.303603,0.304479,0.208464,0.148124,0.251853
0.216927,0.168469,0.176549,0.267837,0.184763,0.220327,0.235216,0.211531,0.223179,0.286430,0.317138
0.260929,0.164160,0.228242,0.262186,0.231468,0.307048,0.242249,0.157085,0.186397,0.173565,0.231014
